1712759929.3075936,tokenizer,0.3040602207183838,15852,32,0,0,Llama-2-13b-chat-hf,1,startup,0,32,argonne-swing,72,40960.0,26121.6875
1712759929.6116538,model load,61.213767528533936,3549739,32,0,0,Llama-2-13b-chat-hf,1,startup,0,32,argonne-swing,72,40960.0,26121.6875
1712759990.9059107,start-inference-8-0,3.049657106399536,195319,8,38,0,Llama-2-13b-chat-hf,1,What are some effective strategies for managing st,46,32,argonne-swing,199,40960.0,26413.6875
1712759994.0024047,start-inference-8-1,0.29752087593078613,60387,8,38,1,Llama-2-13b-chat-hf,1,What are some effective strategies for managing st,46,32,argonne-swing,199,40960.0,26413.6875
1712759994.3145826,start-inference-8-2,0.3076803684234619,58674,8,38,2,Llama-2-13b-chat-hf,1,What are some effective strategies for managing st,46,32,argonne-swing,199,40960.0,26415.6875
1712759994.629902,start-inference-8-3,0.29677319526672363,64664,8,38,3,Llama-2-13b-chat-hf,1,What are some effective strategies for managing st,46,32,argonne-swing,199,40960.0,26413.6875
1712759994.9393225,start-inference-8-4,0.2969937324523926,59504,8,38,4,Llama-2-13b-chat-hf,1,What are some effective strategies for managing st,46,32,argonne-swing,199,40960.0,26413.6875
1712759995.2430017,start-inference-8-5,0.3266282081604004,62516,8,38,5,Llama-2-13b-chat-hf,1,What are some effective strategies for managing st,46,32,argonne-swing,199,40960.0,26413.6875
1712759995.5877624,start-inference-8-6,0.47287893295288086,58772,8,38,6,Llama-2-13b-chat-hf,1,What are some effective strategies for managing st,46,32,argonne-swing,199,40960.0,26413.6875
1712759996.0673609,start-inference-16-0,0.5873112678527832,127425,16,38,0,Llama-2-13b-chat-hf,1,What are some effective strategies for managing st,54,32,argonne-swing,199,40960.0,26415.6875
1712759996.6616938,start-inference-16-1,0.5882959365844727,128041,16,38,1,Llama-2-13b-chat-hf,1,What are some effective strategies for managing st,54,32,argonne-swing,199,40960.0,26415.6875
1712759997.257396,start-inference-16-2,0.5877325534820557,127907,16,38,2,Llama-2-13b-chat-hf,1,What are some effective strategies for managing st,54,32,argonne-swing,199,40960.0,26415.6875
1712759997.8528507,start-inference-16-3,0.6026716232299805,126557,16,38,3,Llama-2-13b-chat-hf,1,What are some effective strategies for managing st,54,32,argonne-swing,199,40960.0,26415.6875
1712759998.4638813,start-inference-16-4,0.5886948108673096,127536,16,38,4,Llama-2-13b-chat-hf,1,What are some effective strategies for managing st,54,32,argonne-swing,199,40960.0,26415.6875
1712759999.0602727,start-inference-16-5,0.586728572845459,128887,16,38,5,Llama-2-13b-chat-hf,1,What are some effective strategies for managing st,54,32,argonne-swing,199,40960.0,26415.6875
1712759999.6538417,start-inference-16-6,0.5866687297821045,128743,16,38,6,Llama-2-13b-chat-hf,1,What are some effective strategies for managing st,54,32,argonne-swing,199,40960.0,26415.6875
1712760000.2496617,start-inference-32-0,1.176379680633545,265926,32,38,0,Llama-2-13b-chat-hf,1,What are some effective strategies for managing st,70,32,argonne-swing,199,40960.0,26417.6875
1712760001.4340048,start-inference-32-1,1.1731326580047607,243090,32,38,1,Llama-2-13b-chat-hf,1,What are some effective strategies for managing st,70,32,argonne-swing,199,40960.0,26417.6875
1712760002.614423,start-inference-32-2,1.172651767730713,269845,32,38,2,Llama-2-13b-chat-hf,1,What are some effective strategies for managing st,70,32,argonne-swing,199,40960.0,26417.6875
1712760003.794227,start-inference-32-3,1.1747829914093018,267226,32,38,3,Llama-2-13b-chat-hf,1,What are some effective strategies for managing st,70,32,argonne-swing,199,40960.0,26417.6875
1712760004.9761052,start-inference-32-4,1.170520544052124,243443,32,38,4,Llama-2-13b-chat-hf,1,What are some effective strategies for managing st,70,32,argonne-swing,199,40960.0,26417.6875
1712760006.1656277,start-inference-32-5,1.1817374229431152,240364,32,38,5,Llama-2-13b-chat-hf,1,What are some effective strategies for managing st,70,32,argonne-swing,199,40960.0,26417.6875
1712760007.356739,start-inference-32-6,1.1738944053649902,244543,32,38,6,Llama-2-13b-chat-hf,1,What are some effective strategies for managing st,70,32,argonne-swing,199,40960.0,26417.6875
1712760008.5379114,start-inference-64-0,2.3827083110809326,575033,64,38,0,Llama-2-13b-chat-hf,1,What are some effective strategies for managing st,102,32,argonne-swing,199,40960.0,26455.6875
1712760010.9284167,start-inference-64-1,2.3858678340911865,578263,64,38,1,Llama-2-13b-chat-hf,1,What are some effective strategies for managing st,102,32,argonne-swing,199,40960.0,26455.6875
1712760013.3225293,start-inference-64-2,2.386204957962036,581136,64,38,2,Llama-2-13b-chat-hf,1,What are some effective strategies for managing st,102,32,argonne-swing,199,40960.0,26455.6875
1712760015.7167985,start-inference-64-3,2.3828587532043457,555546,64,38,3,Llama-2-13b-chat-hf,1,What are some effective strategies for managing st,102,32,argonne-swing,199,40960.0,26455.6875
1712760018.1070466,start-inference-64-4,2.3850491046905518,576335,64,38,4,Llama-2-13b-chat-hf,1,What are some effective strategies for managing st,102,32,argonne-swing,199,40960.0,26455.6875
